"cell_type"	"negative_fraction"	"long_method"	"dataset"	"dataset2"	"ndim"
"Colonic_Goblet_Cell"	0.0675675675675676	"Signac_all_cell_peaks"	"human adult atlas subset1"	"candidate1"	100
"Esophageal_Epithelial_Cell"	1	"Signac_all_cell_peaks"	"human adult atlas subset1"	"candidate1"	100
"Hepatocyte"	0	"Signac_all_cell_peaks"	"human adult atlas subset1"	"candidate1"	100
"Luteal_Cell_Ovarian"	0	"Signac_all_cell_peaks"	"human adult atlas subset1"	"candidate1"	100
"Mammary_Epithelial"	0.152041702867072	"Signac_all_cell_peaks"	"human adult atlas subset1"	"candidate1"	100
"Pancreatic_Acinar_Cell"	0.000333555703802535	"Signac_all_cell_peaks"	"human adult atlas subset1"	"candidate1"	100
"Parietal_Cell"	0.107890499194847	"Signac_all_cell_peaks"	"human adult atlas subset1"	"candidate1"	100
"Small_Intestinal_Enterocyte"	0.254672897196262	"Signac_all_cell_peaks"	"human adult atlas subset1"	"candidate1"	100
"Smooth_Muscle_GE_Junction"	0.224899598393574	"Signac_all_cell_peaks"	"human adult atlas subset1"	"candidate1"	100
"Thyroid_Follicular_Cell"	0.145747470962907	"Signac_all_cell_peaks"	"human adult atlas subset1"	"candidate1"	100
"Type_I_Skeletal_Myocyte"	0.00349127182044888	"Signac_all_cell_peaks"	"human adult atlas subset1"	"candidate1"	100
"Vascular_Smooth_Muscle_1"	0.177123346137431	"Signac_all_cell_peaks"	"human adult atlas subset1"	"candidate1"	100
"Alveolar_Type_1_Cell"	0.169014084507042	"Signac_by_cluster_peaks"	"human adult atlas subset1"	"candidate1"	30
"Colonic_Goblet_Cell"	0.0756756756756757	"Signac_by_cluster_peaks"	"human adult atlas subset1"	"candidate1"	30
"Esophageal_Epithelial_Cell"	1	"Signac_by_cluster_peaks"	"human adult atlas subset1"	"candidate1"	30
"Hepatocyte"	0	"Signac_by_cluster_peaks"	"human adult atlas subset1"	"candidate1"	30
"Luteal_Cell_Ovarian"	0.00168539325842697	"Signac_by_cluster_peaks"	"human adult atlas subset1"	"candidate1"	30
"Mammary_Epithelial"	0.0616854908774978	"Signac_by_cluster_peaks"	"human adult atlas subset1"	"candidate1"	30
"Pancreatic_Acinar_Cell"	0	"Signac_by_cluster_peaks"	"human adult atlas subset1"	"candidate1"	30
"Parietal_Cell"	0.0676328502415459	"Signac_by_cluster_peaks"	"human adult atlas subset1"	"candidate1"	30
"Small_Intestinal_Enterocyte"	0.189252336448598	"Signac_by_cluster_peaks"	"human adult atlas subset1"	"candidate1"	30
"Smooth_Muscle_GE_Junction"	0.142570281124498	"Signac_by_cluster_peaks"	"human adult atlas subset1"	"candidate1"	30
"Thyroid_Follicular_Cell"	0.000374672161858374	"Signac_by_cluster_peaks"	"human adult atlas subset1"	"candidate1"	30
"Type_I_Skeletal_Myocyte"	0.00349127182044888	"Signac_by_cluster_peaks"	"human adult atlas subset1"	"candidate1"	30
"Vascular_Smooth_Muscle_1"	0.0119504908237303	"Signac_by_cluster_peaks"	"human adult atlas subset1"	"candidate1"	30
"Alveolar_Type_1_Cell"	0.183098591549296	"Signac_by_cluster_peaks"	"human adult atlas subset1"	"candidate1"	50
"Colonic_Goblet_Cell"	0.0783783783783784	"Signac_by_cluster_peaks"	"human adult atlas subset1"	"candidate1"	50
"Esophageal_Epithelial_Cell"	1	"Signac_by_cluster_peaks"	"human adult atlas subset1"	"candidate1"	50
"Hepatocyte"	0	"Signac_by_cluster_peaks"	"human adult atlas subset1"	"candidate1"	50
"Luteal_Cell_Ovarian"	0.000561797752808989	"Signac_by_cluster_peaks"	"human adult atlas subset1"	"candidate1"	50
"Mammary_Epithelial"	0.0764552562988706	"Signac_by_cluster_peaks"	"human adult atlas subset1"	"candidate1"	50
"Pancreatic_Acinar_Cell"	0	"Signac_by_cluster_peaks"	"human adult atlas subset1"	"candidate1"	50
"Parietal_Cell"	0.0740740740740741	"Signac_by_cluster_peaks"	"human adult atlas subset1"	"candidate1"	50
"Small_Intestinal_Enterocyte"	0.201713395638629	"Signac_by_cluster_peaks"	"human adult atlas subset1"	"candidate1"	50
"Smooth_Muscle_GE_Junction"	0.15863453815261	"Signac_by_cluster_peaks"	"human adult atlas subset1"	"candidate1"	50
"Thyroid_Follicular_Cell"	0.00224803297115024	"Signac_by_cluster_peaks"	"human adult atlas subset1"	"candidate1"	50
"Type_I_Skeletal_Myocyte"	0.00199501246882793	"Signac_by_cluster_peaks"	"human adult atlas subset1"	"candidate1"	50
"Vascular_Smooth_Muscle_1"	0.0277422108408024	"Signac_by_cluster_peaks"	"human adult atlas subset1"	"candidate1"	50
"Alveolar_Type_1_Cell"	0.211267605633803	"Signac_by_cluster_peaks"	"human adult atlas subset1"	"candidate1"	100
"Colonic_Goblet_Cell"	0.0783783783783784	"Signac_by_cluster_peaks"	"human adult atlas subset1"	"candidate1"	100
"Esophageal_Epithelial_Cell"	1	"Signac_by_cluster_peaks"	"human adult atlas subset1"	"candidate1"	100
"Hepatocyte"	0	"Signac_by_cluster_peaks"	"human adult atlas subset1"	"candidate1"	100
"Luteal_Cell_Ovarian"	0	"Signac_by_cluster_peaks"	"human adult atlas subset1"	"candidate1"	100
"Mammary_Epithelial"	0.125977410947003	"Signac_by_cluster_peaks"	"human adult atlas subset1"	"candidate1"	100
"Pancreatic_Acinar_Cell"	0	"Signac_by_cluster_peaks"	"human adult atlas subset1"	"candidate1"	100
"Parietal_Cell"	0.101449275362319	"Signac_by_cluster_peaks"	"human adult atlas subset1"	"candidate1"	100
"Small_Intestinal_Enterocyte"	0.227414330218069	"Signac_by_cluster_peaks"	"human adult atlas subset1"	"candidate1"	100
"Smooth_Muscle_GE_Junction"	0.196787148594378	"Signac_by_cluster_peaks"	"human adult atlas subset1"	"candidate1"	100
"Thyroid_Follicular_Cell"	0.040089921318846	"Signac_by_cluster_peaks"	"human adult atlas subset1"	"candidate1"	100
"Type_I_Skeletal_Myocyte"	0.00249376558603491	"Signac_by_cluster_peaks"	"human adult atlas subset1"	"candidate1"	100
"Vascular_Smooth_Muscle_1"	0.07981220657277	"Signac_by_cluster_peaks"	"human adult atlas subset1"	"candidate1"	100
"Alveolar_Type_1_Cell"	0.248826291079812	"ArchR_peaks"	"human adult atlas subset1"	"candidate1"	30
"Colonic_Goblet_Cell"	0.132432432432432	"ArchR_peaks"	"human adult atlas subset1"	"candidate1"	30
"Esophageal_Epithelial_Cell"	0.23359375	"ArchR_peaks"	"human adult atlas subset1"	"candidate1"	30
"Hepatocyte"	0	"ArchR_peaks"	"human adult atlas subset1"	"candidate1"	30
"Luteal_Cell_Ovarian"	0.170786516853933	"ArchR_peaks"	"human adult atlas subset1"	"candidate1"	30
"Mammary_Epithelial"	0.185056472632493	"ArchR_peaks"	"human adult atlas subset1"	"candidate1"	30
"Pancreatic_Acinar_Cell"	0.129086057371581	"ArchR_peaks"	"human adult atlas subset1"	"candidate1"	30
"Parietal_Cell"	0.190016103059581	"ArchR_peaks"	"human adult atlas subset1"	"candidate1"	30
"Small_Intestinal_Enterocyte"	0.448598130841121	"ArchR_peaks"	"human adult atlas subset1"	"candidate1"	30
"Smooth_Muscle_GE_Junction"	0.327309236947791	"ArchR_peaks"	"human adult atlas subset1"	"candidate1"	30
"Thyroid_Follicular_Cell"	0.127763207193706	"ArchR_peaks"	"human adult atlas subset1"	"candidate1"	30
"Type_I_Skeletal_Myocyte"	0.183042394014963	"ArchR_peaks"	"human adult atlas subset1"	"candidate1"	30
"Vascular_Smooth_Muscle_1"	0.294067434912505	"ArchR_peaks"	"human adult atlas subset1"	"candidate1"	30
"Alveolar_Type_1_Cell"	0.291079812206573	"ArchR_peaks"	"human adult atlas subset1"	"candidate1"	50
"Colonic_Goblet_Cell"	0.172972972972973	"ArchR_peaks"	"human adult atlas subset1"	"candidate1"	50
"Esophageal_Epithelial_Cell"	0.288671875	"ArchR_peaks"	"human adult atlas subset1"	"candidate1"	50
"Hepatocyte"	0	"ArchR_peaks"	"human adult atlas subset1"	"candidate1"	50
"Luteal_Cell_Ovarian"	0.203370786516854	"ArchR_peaks"	"human adult atlas subset1"	"candidate1"	50
"Mammary_Epithelial"	0.20503909643788	"ArchR_peaks"	"human adult atlas subset1"	"candidate1"	50
"Pancreatic_Acinar_Cell"	0.16310873915944	"ArchR_peaks"	"human adult atlas subset1"	"candidate1"	50
"Parietal_Cell"	0.236714975845411	"ArchR_peaks"	"human adult atlas subset1"	"candidate1"	50
"Small_Intestinal_Enterocyte"	0.525700934579439	"ArchR_peaks"	"human adult atlas subset1"	"candidate1"	50
"Smooth_Muscle_GE_Junction"	0.355421686746988	"ArchR_peaks"	"human adult atlas subset1"	"candidate1"	50
"Thyroid_Follicular_Cell"	0.150618209067066	"ArchR_peaks"	"human adult atlas subset1"	"candidate1"	50
"Type_I_Skeletal_Myocyte"	0.214463840399002	"ArchR_peaks"	"human adult atlas subset1"	"candidate1"	50
"Vascular_Smooth_Muscle_1"	0.32565087494665	"ArchR_peaks"	"human adult atlas subset1"	"candidate1"	50
"Alveolar_Type_1_Cell"	0.417840375586854	"ArchR_peaks"	"human adult atlas subset1"	"candidate1"	100
"Colonic_Goblet_Cell"	0.262162162162162	"ArchR_peaks"	"human adult atlas subset1"	"candidate1"	100
"Esophageal_Epithelial_Cell"	0.347265625	"ArchR_peaks"	"human adult atlas subset1"	"candidate1"	100
"Hepatocyte"	0	"ArchR_peaks"	"human adult atlas subset1"	"candidate1"	100
"Luteal_Cell_Ovarian"	0.290449438202247	"ArchR_peaks"	"human adult atlas subset1"	"candidate1"	100
"Mammary_Epithelial"	0.252823631624674	"ArchR_peaks"	"human adult atlas subset1"	"candidate1"	100
"Pancreatic_Acinar_Cell"	0.23815877251501	"ArchR_peaks"	"human adult atlas subset1"	"candidate1"	100
"Parietal_Cell"	0.310789049919485	"ArchR_peaks"	"human adult atlas subset1"	"candidate1"	100
"Small_Intestinal_Enterocyte"	0.575545171339564	"ArchR_peaks"	"human adult atlas subset1"	"candidate1"	100
"Smooth_Muscle_GE_Junction"	0.421686746987952	"ArchR_peaks"	"human adult atlas subset1"	"candidate1"	100
"Thyroid_Follicular_Cell"	0.210191082802548	"ArchR_peaks"	"human adult atlas subset1"	"candidate1"	100
"Type_I_Skeletal_Myocyte"	0.292768079800499	"ArchR_peaks"	"human adult atlas subset1"	"candidate1"	100
"Vascular_Smooth_Muscle_1"	0.404182671788306	"ArchR_peaks"	"human adult atlas subset1"	"candidate1"	100
"Alveolar_Type_1_Cell"	0.272300469483568	"ArchR_tiles"	"human adult atlas subset1"	"candidate1"	30
"Colonic_Goblet_Cell"	0.167567567567568	"ArchR_tiles"	"human adult atlas subset1"	"candidate1"	30
"Esophageal_Epithelial_Cell"	0.299609375	"ArchR_tiles"	"human adult atlas subset1"	"candidate1"	30
"Hepatocyte"	0	"ArchR_tiles"	"human adult atlas subset1"	"candidate1"	30
"Luteal_Cell_Ovarian"	0.203370786516854	"ArchR_tiles"	"human adult atlas subset1"	"candidate1"	30
"Mammary_Epithelial"	0.1876629018245	"ArchR_tiles"	"human adult atlas subset1"	"candidate1"	30
"Pancreatic_Acinar_Cell"	0.154102735156771	"ArchR_tiles"	"human adult atlas subset1"	"candidate1"	30
"Parietal_Cell"	0.22866344605475	"ArchR_tiles"	"human adult atlas subset1"	"candidate1"	30
"Small_Intestinal_Enterocyte"	0.548286604361371	"ArchR_tiles"	"human adult atlas subset1"	"candidate1"	30
"Smooth_Muscle_GE_Junction"	0.325301204819277	"ArchR_tiles"	"human adult atlas subset1"	"candidate1"	30
"Thyroid_Follicular_Cell"	0.13600599475459	"ArchR_tiles"	"human adult atlas subset1"	"candidate1"	30
"Type_I_Skeletal_Myocyte"	0.194513715710723	"ArchR_tiles"	"human adult atlas subset1"	"candidate1"	30
"Vascular_Smooth_Muscle_1"	0.302176696542894	"ArchR_tiles"	"human adult atlas subset1"	"candidate1"	30
"Alveolar_Type_1_Cell"	0.314553990610329	"ArchR_tiles"	"human adult atlas subset1"	"candidate1"	50
"Colonic_Goblet_Cell"	0.194594594594595	"ArchR_tiles"	"human adult atlas subset1"	"candidate1"	50
"Esophageal_Epithelial_Cell"	0.31953125	"ArchR_tiles"	"human adult atlas subset1"	"candidate1"	50
"Hepatocyte"	0	"ArchR_tiles"	"human adult atlas subset1"	"candidate1"	50
"Luteal_Cell_Ovarian"	0.251123595505618	"ArchR_tiles"	"human adult atlas subset1"	"candidate1"	50
"Mammary_Epithelial"	0.206776715899218	"ArchR_tiles"	"human adult atlas subset1"	"candidate1"	50
"Pancreatic_Acinar_Cell"	0.18812541694463	"ArchR_tiles"	"human adult atlas subset1"	"candidate1"	50
"Parietal_Cell"	0.272141706924316	"ArchR_tiles"	"human adult atlas subset1"	"candidate1"	50
"Small_Intestinal_Enterocyte"	0.566978193146417	"ArchR_tiles"	"human adult atlas subset1"	"candidate1"	50
"Smooth_Muscle_GE_Junction"	0.359437751004016	"ArchR_tiles"	"human adult atlas subset1"	"candidate1"	50
"Thyroid_Follicular_Cell"	0.161858373922818	"ArchR_tiles"	"human adult atlas subset1"	"candidate1"	50
"Type_I_Skeletal_Myocyte"	0.226932668329177	"ArchR_tiles"	"human adult atlas subset1"	"candidate1"	50
"Vascular_Smooth_Muscle_1"	0.332052923602219	"ArchR_tiles"	"human adult atlas subset1"	"candidate1"	50
"Alveolar_Type_1_Cell"	0.436619718309859	"ArchR_tiles"	"human adult atlas subset1"	"candidate1"	100
"Colonic_Goblet_Cell"	0.297297297297297	"ArchR_tiles"	"human adult atlas subset1"	"candidate1"	100
"Esophageal_Epithelial_Cell"	0.370703125	"ArchR_tiles"	"human adult atlas subset1"	"candidate1"	100
"Hepatocyte"	0	"ArchR_tiles"	"human adult atlas subset1"	"candidate1"	100
"Luteal_Cell_Ovarian"	0.34438202247191	"ArchR_tiles"	"human adult atlas subset1"	"candidate1"	100
"Mammary_Epithelial"	0.248479582971329	"ArchR_tiles"	"human adult atlas subset1"	"candidate1"	100
"Pancreatic_Acinar_Cell"	0.2631754503002	"ArchR_tiles"	"human adult atlas subset1"	"candidate1"	100
"Parietal_Cell"	0.341384863123994	"ArchR_tiles"	"human adult atlas subset1"	"candidate1"	100
"Small_Intestinal_Enterocyte"	0.597352024922118	"ArchR_tiles"	"human adult atlas subset1"	"candidate1"	100
"Smooth_Muscle_GE_Junction"	0.451807228915663	"ArchR_tiles"	"human adult atlas subset1"	"candidate1"	100
"Thyroid_Follicular_Cell"	0.217309853877857	"ArchR_tiles"	"human adult atlas subset1"	"candidate1"	100
"Type_I_Skeletal_Myocyte"	0.305236907730673	"ArchR_tiles"	"human adult atlas subset1"	"candidate1"	100
"Vascular_Smooth_Muscle_1"	0.400768245838668	"ArchR_tiles"	"human adult atlas subset1"	"candidate1"	100
"Alveolar_Type_1_Cell"	0.028169014084507	"SnapATAC1"	"human adult atlas subset1"	"candidate1"	30
"Colonic_Goblet_Cell"	0.0324324324324324	"SnapATAC1"	"human adult atlas subset1"	"candidate1"	30
"Esophageal_Epithelial_Cell"	0.012109375	"SnapATAC1"	"human adult atlas subset1"	"candidate1"	30
"Hepatocyte"	0.151869158878505	"SnapATAC1"	"human adult atlas subset1"	"candidate1"	30
"Luteal_Cell_Ovarian"	0.812359550561798	"SnapATAC1"	"human adult atlas subset1"	"candidate1"	30
"Mammary_Epithelial"	0.0460469157254561	"SnapATAC1"	"human adult atlas subset1"	"candidate1"	30
"Pancreatic_Acinar_Cell"	1	"SnapATAC1"	"human adult atlas subset1"	"candidate1"	30
"Parietal_Cell"	0.0531400966183575	"SnapATAC1"	"human adult atlas subset1"	"candidate1"	30
"Small_Intestinal_Enterocyte"	0.014018691588785	"SnapATAC1"	"human adult atlas subset1"	"candidate1"	30
"Smooth_Muscle_GE_Junction"	0.0200803212851406	"SnapATAC1"	"human adult atlas subset1"	"candidate1"	30
"Thyroid_Follicular_Cell"	0	"SnapATAC1"	"human adult atlas subset1"	"candidate1"	30
"Type_I_Skeletal_Myocyte"	0	"SnapATAC1"	"human adult atlas subset1"	"candidate1"	30
"Vascular_Smooth_Muscle_1"	0.00426803243704652	"SnapATAC1"	"human adult atlas subset1"	"candidate1"	30
"Alveolar_Type_1_Cell"	0.0328638497652582	"SnapATAC1"	"human adult atlas subset1"	"candidate1"	50
"Colonic_Goblet_Cell"	0.0756756756756757	"SnapATAC1"	"human adult atlas subset1"	"candidate1"	50
"Esophageal_Epithelial_Cell"	0.007421875	"SnapATAC1"	"human adult atlas subset1"	"candidate1"	50
"Hepatocyte"	0.983644859813084	"SnapATAC1"	"human adult atlas subset1"	"candidate1"	50
"Luteal_Cell_Ovarian"	1	"SnapATAC1"	"human adult atlas subset1"	"candidate1"	50
"Mammary_Epithelial"	0.0564726324934839	"SnapATAC1"	"human adult atlas subset1"	"candidate1"	50
"Pancreatic_Acinar_Cell"	1	"SnapATAC1"	"human adult atlas subset1"	"candidate1"	50
"Parietal_Cell"	0.15780998389694	"SnapATAC1"	"human adult atlas subset1"	"candidate1"	50
"Small_Intestinal_Enterocyte"	0.0280373831775701	"SnapATAC1"	"human adult atlas subset1"	"candidate1"	50
"Smooth_Muscle_GE_Junction"	0.0180722891566265	"SnapATAC1"	"human adult atlas subset1"	"candidate1"	50
"Thyroid_Follicular_Cell"	0	"SnapATAC1"	"human adult atlas subset1"	"candidate1"	50
"Type_I_Skeletal_Myocyte"	0.00149625935162095	"SnapATAC1"	"human adult atlas subset1"	"candidate1"	50
"Vascular_Smooth_Muscle_1"	0.0315834400341443	"SnapATAC1"	"human adult atlas subset1"	"candidate1"	50
"Alveolar_Type_1_Cell"	0.0516431924882629	"SnapATAC1"	"human adult atlas subset1"	"candidate1"	100
"Colonic_Goblet_Cell"	0.351351351351351	"SnapATAC1"	"human adult atlas subset1"	"candidate1"	100
"Esophageal_Epithelial_Cell"	0.002734375	"SnapATAC1"	"human adult atlas subset1"	"candidate1"	100
"Hepatocyte"	1	"SnapATAC1"	"human adult atlas subset1"	"candidate1"	100
"Luteal_Cell_Ovarian"	1	"SnapATAC1"	"human adult atlas subset1"	"candidate1"	100
"Mammary_Epithelial"	0.0877497827975673	"SnapATAC1"	"human adult atlas subset1"	"candidate1"	100
"Pancreatic_Acinar_Cell"	1	"SnapATAC1"	"human adult atlas subset1"	"candidate1"	100
"Parietal_Cell"	0.958132045088567	"SnapATAC1"	"human adult atlas subset1"	"candidate1"	100
"Small_Intestinal_Enterocyte"	0.0919003115264797	"SnapATAC1"	"human adult atlas subset1"	"candidate1"	100
"Smooth_Muscle_GE_Junction"	0.0140562248995984	"SnapATAC1"	"human adult atlas subset1"	"candidate1"	100
"Thyroid_Follicular_Cell"	0	"SnapATAC1"	"human adult atlas subset1"	"candidate1"	100
"Type_I_Skeletal_Myocyte"	0.0643391521197007	"SnapATAC1"	"human adult atlas subset1"	"candidate1"	100
"Vascular_Smooth_Muscle_1"	0.33760136577038	"SnapATAC1"	"human adult atlas subset1"	"candidate1"	100
"Alveolar_Type_1_Cell"	0	"aggregation"	"human adult atlas subset1"	"candidate1"	30
"Colonic_Goblet_Cell"	0.0027027027027027	"aggregation"	"human adult atlas subset1"	"candidate1"	30
"Esophageal_Epithelial_Cell"	0.00390625	"aggregation"	"human adult atlas subset1"	"candidate1"	30
"Hepatocyte"	0.00058411214953271	"aggregation"	"human adult atlas subset1"	"candidate1"	30
"Luteal_Cell_Ovarian"	0.0421348314606742	"aggregation"	"human adult atlas subset1"	"candidate1"	30
"Mammary_Epithelial"	0.00173761946133797	"aggregation"	"human adult atlas subset1"	"candidate1"	30
"Pancreatic_Acinar_Cell"	0	"aggregation"	"human adult atlas subset1"	"candidate1"	30
"Parietal_Cell"	0	"aggregation"	"human adult atlas subset1"	"candidate1"	30
"Small_Intestinal_Enterocyte"	0.014018691588785	"aggregation"	"human adult atlas subset1"	"candidate1"	30
"Smooth_Muscle_GE_Junction"	0.0481927710843374	"aggregation"	"human adult atlas subset1"	"candidate1"	30
"Thyroid_Follicular_Cell"	0.000374672161858374	"aggregation"	"human adult atlas subset1"	"candidate1"	30
"Type_I_Skeletal_Myocyte"	0	"aggregation"	"human adult atlas subset1"	"candidate1"	30
"Vascular_Smooth_Muscle_1"	0.0273154075970977	"aggregation"	"human adult atlas subset1"	"candidate1"	30
"Alveolar_Type_1_Cell"	0	"aggregation"	"human adult atlas subset1"	"candidate1"	50
"Colonic_Goblet_Cell"	0.0027027027027027	"aggregation"	"human adult atlas subset1"	"candidate1"	50
"Esophageal_Epithelial_Cell"	0.00390625	"aggregation"	"human adult atlas subset1"	"candidate1"	50
"Hepatocyte"	0.00058411214953271	"aggregation"	"human adult atlas subset1"	"candidate1"	50
"Luteal_Cell_Ovarian"	0.05	"aggregation"	"human adult atlas subset1"	"candidate1"	50
"Mammary_Epithelial"	0.00173761946133797	"aggregation"	"human adult atlas subset1"	"candidate1"	50
"Pancreatic_Acinar_Cell"	0	"aggregation"	"human adult atlas subset1"	"candidate1"	50
"Parietal_Cell"	0	"aggregation"	"human adult atlas subset1"	"candidate1"	50
"Small_Intestinal_Enterocyte"	0.014797507788162	"aggregation"	"human adult atlas subset1"	"candidate1"	50
"Smooth_Muscle_GE_Junction"	0.0522088353413655	"aggregation"	"human adult atlas subset1"	"candidate1"	50
"Thyroid_Follicular_Cell"	0	"aggregation"	"human adult atlas subset1"	"candidate1"	50
"Type_I_Skeletal_Myocyte"	0.000498753117206983	"aggregation"	"human adult atlas subset1"	"candidate1"	50
"Vascular_Smooth_Muscle_1"	0.0256081946222791	"aggregation"	"human adult atlas subset1"	"candidate1"	50
"Alveolar_Type_1_Cell"	0	"aggregation"	"human adult atlas subset1"	"candidate1"	100
"Colonic_Goblet_Cell"	0	"aggregation"	"human adult atlas subset1"	"candidate1"	100
"Esophageal_Epithelial_Cell"	0.00390625	"aggregation"	"human adult atlas subset1"	"candidate1"	100
"Hepatocyte"	0.00058411214953271	"aggregation"	"human adult atlas subset1"	"candidate1"	100
"Luteal_Cell_Ovarian"	0.0376404494382022	"aggregation"	"human adult atlas subset1"	"candidate1"	100
"Mammary_Epithelial"	0.00260642919200695	"aggregation"	"human adult atlas subset1"	"candidate1"	100
"Pancreatic_Acinar_Cell"	0	"aggregation"	"human adult atlas subset1"	"candidate1"	100
"Parietal_Cell"	0	"aggregation"	"human adult atlas subset1"	"candidate1"	100
"Small_Intestinal_Enterocyte"	0.0194704049844237	"aggregation"	"human adult atlas subset1"	"candidate1"	100
"Smooth_Muscle_GE_Junction"	0.0301204819277108	"aggregation"	"human adult atlas subset1"	"candidate1"	100
"Thyroid_Follicular_Cell"	0	"aggregation"	"human adult atlas subset1"	"candidate1"	100
"Type_I_Skeletal_Myocyte"	0.000997506234413965	"aggregation"	"human adult atlas subset1"	"candidate1"	100
"Vascular_Smooth_Muscle_1"	0.0157917200170721	"aggregation"	"human adult atlas subset1"	"candidate1"	100
